model,y_true,y_pred,y_proba
LogisticRegression,0,1,0.5794007460519267
LogisticRegression,1,0,0.41972179742298277
LogisticRegression,1,0,0.433671753777326
LogisticRegression,1,1,0.5150286353632045
LogisticRegression,0,0,0.04376980806023525
LogisticRegression,0,0,0.14499599680145805
LogisticRegression,0,0,0.001769239007515487
LogisticRegression,0,0,0.009176742900712015
LogisticRegression,0,0,0.10981724859687071
LogisticRegression,1,0,0.18080145145184687
LogisticRegression,0,0,0.03976909746935522
LogisticRegression,1,0,0.13339168466661344
LogisticRegression,0,0,0.12167998909247586
LogisticRegression,0,0,0.011000690649291097
LogisticRegression,0,0,0.46726546691821
LogisticRegression,1,1,0.7519919842606926
LogisticRegression,0,0,0.12039034549182462
LogisticRegression,1,0,0.1949671497490469
LogisticRegression,0,0,0.38808922490715597
LogisticRegression,0,1,0.5374587906554356
LogisticRegression,0,0,0.005160257358549587
LogisticRegression,0,0,0.004365745372623633
LogisticRegression,0,0,0.3939397594945123
LogisticRegression,0,0,0.1578570025492886
LogisticRegression,1,1,0.589334240704463
LogisticRegression,0,0,0.04119378596097452
LogisticRegression,1,1,0.7312141604561131
LogisticRegression,1,0,0.25258675338227304
LogisticRegression,0,0,0.001738095534289672
LogisticRegression,0,0,0.2646109058831682
LogisticRegression,0,0,0.03848297527382156
LogisticRegression,1,0,0.37895606249354774
LogisticRegression,0,0,0.12024842890406216
LogisticRegression,0,0,0.029579272295060983
LogisticRegression,0,0,0.1567621275368136
LogisticRegression,0,0,0.37802029285097816
LogisticRegression,1,1,0.663035402294218
LogisticRegression,0,0,0.021623874554311577
LogisticRegression,0,1,0.5113656710390645
LogisticRegression,0,0,0.4096754579659651
LogisticRegression,0,0,0.2279588230794101
LogisticRegression,0,0,0.4522279786146691
LogisticRegression,0,0,0.4467929412859389
LogisticRegression,0,0,0.47790861285152547
LogisticRegression,0,0,0.18869970866469712
LogisticRegression,0,0,0.016839916328821522
LogisticRegression,0,0,0.061166552824382076
LogisticRegression,0,0,0.05401979579452724
LogisticRegression,0,0,0.18525780686301807
LogisticRegression,0,0,0.1155209136436448
LogisticRegression,0,0,0.0591497597447317
LogisticRegression,0,0,0.20377916622057338
LogisticRegression,0,0,0.21893635860889107
LogisticRegression,0,0,0.0042889838627154404
LogisticRegression,1,0,0.14112096297123508
LogisticRegression,0,0,0.36806934769777716
LogisticRegression,1,0,0.4283545875910167
LogisticRegression,0,0,0.03775449031511817
LogisticRegression,0,0,0.010574150623440488
LogisticRegression,0,0,0.42048291075557115
LogisticRegression,0,0,0.003934144153947906
LogisticRegression,0,1,0.530237294131769
LogisticRegression,1,1,0.5340025070513374
LogisticRegression,1,0,0.08530475495517
LogisticRegression,0,0,0.104427300415603
LogisticRegression,0,0,0.15632227674785998
LogisticRegression,0,0,0.49776474061615616
LogisticRegression,0,0,0.06929572808287658
LogisticRegression,0,1,0.7183050351059135
LogisticRegression,0,0,0.10479013832428671
LogisticRegression,0,0,0.0024878970496383665
LogisticRegression,0,0,0.1724793189904006
LogisticRegression,1,1,0.71994036317387
LogisticRegression,0,1,0.7811889038069677
LogisticRegression,0,0,0.08972508283029088
LogisticRegression,1,1,0.6314964584771179
LogisticRegression,0,0,0.4961627974485431
LogisticRegression,0,0,0.025552157317283074
LogisticRegression,1,1,0.7245608501615785
LogisticRegression,1,1,0.7397867205790996
LogisticRegression,1,0,0.32400719316734466
LogisticRegression,0,0,0.4272919938037246
LogisticRegression,0,0,0.09178660071030208
LogisticRegression,0,1,0.5776629320577913
LogisticRegression,1,1,0.6607684452782647
LogisticRegression,1,1,0.5559966048798116
LogisticRegression,0,0,0.08006474871211836
LogisticRegression,0,0,0.10038315826544814
LogisticRegression,1,0,0.4134230501107456
LogisticRegression,1,1,0.5479134237416655
LogisticRegression,1,1,0.594886288492548
LogisticRegression,0,0,0.038873297657540294
LogisticRegression,0,0,0.037020339893626415
LogisticRegression,0,0,0.3832869727692268
LogisticRegression,0,0,0.039907722096358074
LogisticRegression,0,0,0.13573028878405052
LogisticRegression,0,0,0.1046790210540777
LogisticRegression,0,0,0.030095232845495312
LogisticRegression,1,0,0.26105331589654024
LogisticRegression,0,0,0.02768872419988228
LogisticRegression,0,0,0.10108293504339103
LogisticRegression,0,0,0.3250751305654094
LogisticRegression,0,0,0.2714018964656794
LogisticRegression,0,0,0.37036814458921646
LogisticRegression,0,0,0.46808271770314497
LogisticRegression,0,0,0.07235468096759758
LogisticRegression,0,0,0.0033811445625919357
LogisticRegression,0,0,0.14141826224182566
LogisticRegression,1,1,0.5212194328541823
LogisticRegression,1,0,0.18939844769386885
LogisticRegression,1,1,0.6053957772516789
LogisticRegression,0,0,0.012690188840435924
LogisticRegression,0,0,0.46448327373719
LogisticRegression,0,0,0.4752972631146763
LogisticRegression,0,1,0.5482140156075338
LogisticRegression,0,0,0.004026150208135189
LogisticRegression,0,0,0.3035921858050393
LogisticRegression,0,0,0.3121726921874176
LogisticRegression,0,0,0.06319607149660282
LogisticRegression,0,1,0.6034287291055678
LogisticRegression,1,1,0.6484710679763901
LogisticRegression,0,1,0.6207833579700018
LogisticRegression,1,1,0.7952513512757783
LogisticRegression,0,0,0.1155025995872818
LogisticRegression,0,1,0.5657765439883872
LogisticRegression,0,0,0.12311098647690655
LogisticRegression,0,0,0.4200123789685104
LogisticRegression,0,0,0.07180560769780231
LogisticRegression,0,1,0.5010216913239961
LogisticRegression,1,1,0.7437227680381829
LogisticRegression,1,0,0.2837051013947069
LogisticRegression,0,0,0.07319476102688317
LogisticRegression,1,1,0.6220192115872788
LogisticRegression,0,0,0.030657675084073403
LogisticRegression,0,0,0.19002778584589194
LogisticRegression,0,0,0.12299481897573393
LogisticRegression,0,0,0.04194682288135566
LogisticRegression,0,0,0.07211730350671669
LogisticRegression,0,0,0.09844039965706936
LogisticRegression,0,0,0.32331743129371954
LogisticRegression,0,0,0.3794518416664016
LogisticRegression,1,0,0.1049162384060481
LogisticRegression,0,0,0.02224415072418387
LogisticRegression,0,0,0.08576515636604361
LogisticRegression,0,0,0.0036067560959566025
LogisticRegression,1,0,0.3651150964213909
LogisticRegression,0,1,0.6050326309128077
LogisticRegression,0,0,0.013413375964583132
LogisticRegression,1,1,0.7402853940654441
LogisticRegression,0,0,0.23180441449523764
LogisticRegression,0,0,0.033558628326766746
LogisticRegression,0,0,0.13655339413520476
LogisticRegression,0,0,0.19129245120961264
LogisticRegression,0,0,0.20910313076367237
LogisticRegression,0,1,0.6425509096477673
LogisticRegression,0,1,0.5922761240766488
LogisticRegression,0,0,0.040365191729406655
LogisticRegression,0,0,0.025922817079501555
LogisticRegression,0,0,0.0702892104191763
LogisticRegression,0,0,0.01653075696216119
LogisticRegression,0,0,0.09872568957621616
LogisticRegression,0,0,0.12681821922544526
LogisticRegression,1,0,0.2700485347351741
LogisticRegression,1,1,0.5417362851796628
LogisticRegression,0,0,0.4919582466119658
LogisticRegression,0,1,0.6080395134373907
LogisticRegression,1,0,0.29199715555978734
LogisticRegression,0,0,0.12324904457103107
LogisticRegression,0,0,0.30614086496786863
LogisticRegression,0,0,0.04461870276633841
LogisticRegression,1,0,0.050536075588508055
LogisticRegression,0,1,0.6251665963871943
LogisticRegression,0,0,0.08514805539412681
LogisticRegression,0,0,0.009201870295192262
LogisticRegression,0,0,0.19176325472547168
LogisticRegression,1,0,0.18103790112039664
LogisticRegression,0,0,0.03934312322499018
LogisticRegression,0,0,0.04824601082792964
LogisticRegression,0,0,0.012722852087557524
LogisticRegression,0,0,0.012889951764160006
LogisticRegression,1,1,0.5168962289463574
LogisticRegression,0,0,0.05463052493657042
LogisticRegression,0,0,0.005956037700121735
LogisticRegression,0,0,0.025289925335837585
LogisticRegression,0,0,0.011945998912880305
LogisticRegression,1,1,0.7077086756569486
LogisticRegression,0,0,0.1380579678158595
LogisticRegression,1,0,0.31463931812708873
LogisticRegression,1,1,0.7657366665764302
LogisticRegression,1,0,0.057361341397020586
LogisticRegression,0,0,0.008920554282279065
LogisticRegression,1,1,0.5682255966317189
LogisticRegression,0,0,0.18472360899306806
LogisticRegression,1,1,0.7013101667543521
LogisticRegression,0,0,0.1680159110994083
LogisticRegression,1,0,0.09811616366633884
LogisticRegression,0,0,0.2649833842613571
LogisticRegression,0,0,0.24754257839113955
LogisticRegression,0,0,0.0024912366639149065
LogisticRegression,0,0,0.2694948068761941
LogisticRegression,0,0,0.07131366856026258
LogisticRegression,0,1,0.5732193318935737
LogisticRegression,0,0,0.04855184503345922
LogisticRegression,1,1,0.7402840443063545
LogisticRegression,1,1,0.6923418962765643
LogisticRegression,0,0,0.03895455964628086
LogisticRegression,0,0,0.10281784988214691
LogisticRegression,0,0,0.25073715595528673
LogisticRegression,0,0,0.09940169821360567
LogisticRegression,1,0,0.07002208452292044
LogisticRegression,0,0,0.23435531360052295
LogisticRegression,0,0,0.060050048685494545
LogisticRegression,0,0,0.029769193809339324
LogisticRegression,0,1,0.6085614173577983
LogisticRegression,1,1,0.5409103103413407
LogisticRegression,0,1,0.6578919225271718
LogisticRegression,0,0,0.30543923082621777
LogisticRegression,0,0,0.23997532484112286
LogisticRegression,1,0,0.3134901247076564
LogisticRegression,0,0,0.12246725905348627
LogisticRegression,0,0,0.07750287396767999
LogisticRegression,0,0,0.4122590156518994
LogisticRegression,1,0,0.09658161494489124
LogisticRegression,0,0,0.06485123206538429
LogisticRegression,0,0,0.09134998620765113
LogisticRegression,0,0,0.16013158172185055
LogisticRegression,0,0,0.022107610665587286
LogisticRegression,0,1,0.6257540111051685
LogisticRegression,1,0,0.3493284382795697
LogisticRegression,0,0,0.3402755732109091
LogisticRegression,1,0,0.3187101633094765
LogisticRegression,1,1,0.6951136913222636
LogisticRegression,0,0,0.011666842650639608
LogisticRegression,1,0,0.4750671612961333
LogisticRegression,0,0,0.02286746022185573
LogisticRegression,0,0,0.06028326904642656
LogisticRegression,0,0,0.4621526442659213
LogisticRegression,0,0,0.02783982487790546
LogisticRegression,0,0,0.3077904023315347
LogisticRegression,0,0,0.09410489736545109
LogisticRegression,0,0,0.03235808771690038
LogisticRegression,0,0,0.03424703563350848
LogisticRegression,0,0,0.009730275564242202
LogisticRegression,1,0,0.4369146335590252
LogisticRegression,0,0,0.03826532755700961
LogisticRegression,0,0,0.23927110434552099
LogisticRegression,0,0,0.22513635640977728
LogisticRegression,0,0,0.2564521283981105
LogisticRegression,0,0,0.0034029757627765996
LogisticRegression,0,0,0.2635248948667609
LogisticRegression,1,0,0.08483154205034613
LogisticRegression,0,0,0.4866730850451003
LogisticRegression,1,1,0.7083860317871806
LogisticRegression,0,0,0.03341978835897445
LogisticRegression,1,0,0.24291057203073768
LogisticRegression,1,1,0.6367248546730796
LogisticRegression,1,1,0.5796560177792311
LogisticRegression,1,1,0.5261912181546872
LogisticRegression,0,0,0.16933960519626393
LogisticRegression,0,0,0.2921154802706716
LogisticRegression,0,0,0.19297902742613268
LogisticRegression,1,1,0.770045517125576
LogisticRegression,1,0,0.0936638428339906
LogisticRegression,1,1,0.5511909567287681
LogisticRegression,0,0,0.06254280052708727
LogisticRegression,0,0,0.1882349524059795
LogisticRegression,0,1,0.5475025007299459
LogisticRegression,1,0,0.44857430401710796
LogisticRegression,0,0,0.005379146443033808
LogisticRegression,0,0,0.1907042533307446
LogisticRegression,0,0,0.495849509767551
LogisticRegression,0,1,0.6235646493485701
LogisticRegression,0,0,0.002762756326833294
LogisticRegression,0,0,0.002778570386683856
LogisticRegression,0,0,0.036497557765371745
LogisticRegression,0,0,0.1796027616924704
LogisticRegression,0,0,0.15840698859855867
LogisticRegression,0,0,0.1288113865257496
LogisticRegression,0,0,0.08646036266268889
LogisticRegression,1,1,0.6721998261852088
LogisticRegression,0,0,0.008729011301034807
LogisticRegression,0,0,0.026674270349527893
LogisticRegression,0,0,0.09481574186741494
LogisticRegression,0,0,0.26066954880710924
LogisticRegression,0,0,0.12999322437657648
LogisticRegression,1,1,0.5425962633510382
LogisticRegression,0,0,0.10586490161925254
LogisticRegression,0,0,0.20410956913101339
LogisticRegression,1,0,0.23808001547073418
LogisticRegression,0,0,0.30718458651605973
LogisticRegression,0,0,0.006174057253941631
LogisticRegression,0,0,0.019570574924535213
LogisticRegression,0,1,0.5617467342253093
LogisticRegression,0,1,0.6089064354418733
LogisticRegression,0,1,0.5234996267179488
LogisticRegression,0,0,0.07990051796146137
LogisticRegression,0,0,0.17232559686557225
LogisticRegression,0,0,0.22691600492681027
LogisticRegression,0,1,0.7735292080297542
LogisticRegression,0,0,0.0023903482796403994
LogisticRegression,1,0,0.2804476128644075
LogisticRegression,0,0,0.006579629571768248
LogisticRegression,0,0,0.009073061941788339
LogisticRegression,1,0,0.4192600737472429
LogisticRegression,0,0,0.02409649071124045
LogisticRegression,1,0,0.16478252127332374
LogisticRegression,0,0,0.276834398427912
LogisticRegression,0,0,0.03689624860660439
LogisticRegression,0,0,0.006526782925236287
LogisticRegression,0,0,0.06460759574055916
LogisticRegression,0,0,0.03458603534178929
LogisticRegression,0,0,0.4727420599609539
LogisticRegression,0,0,0.1662147814720767
LogisticRegression,0,0,0.0500613474961654
LogisticRegression,1,0,0.1772933018656554
LogisticRegression,0,0,0.0899649546300075
LogisticRegression,0,0,0.15595339612889345
LogisticRegression,0,0,0.03315641389623937
LogisticRegression,0,0,0.08396667575838807
LogisticRegression,0,0,0.0024711597162405696
LogisticRegression,0,0,0.223187213467489
LogisticRegression,0,0,0.39427902191098535
LogisticRegression,1,0,0.49402134950002713
LogisticRegression,1,1,0.5768189298191417
LogisticRegression,0,1,0.5972198718934101
LogisticRegression,0,1,0.5676266763475836
LogisticRegression,0,0,0.002546264289291621
LogisticRegression,1,0,0.35197879448985714
LogisticRegression,0,1,0.7061471483466428
LogisticRegression,0,0,0.02007117145818542
LogisticRegression,0,0,0.008059427726284457
LogisticRegression,0,0,0.04941588936551386
LogisticRegression,1,1,0.7411463923024024
LogisticRegression,0,0,0.266599185982819
LogisticRegression,0,0,0.4813485998671146
LogisticRegression,0,1,0.6874617244168045
LogisticRegression,0,0,0.15842595254615904
LogisticRegression,0,1,0.506393506878112
LogisticRegression,0,0,0.00491384030006379
LogisticRegression,0,1,0.5774984354076019
LogisticRegression,0,0,0.24406701687220064
LogisticRegression,1,0,0.35239929685178
LogisticRegression,0,0,0.018978314952646142
LogisticRegression,0,1,0.5830162519811767
LogisticRegression,0,0,0.009240775404986102
LogisticRegression,0,0,0.30844186917034044
LogisticRegression,0,1,0.5357065596268146
LogisticRegression,0,0,0.002508909510006004
LogisticRegression,0,0,0.04943658026920317
LogisticRegression,0,0,0.02354111048937493
LogisticRegression,0,0,0.24125115800545519
LogisticRegression,0,0,0.003857920876916167
LogisticRegression,1,0,0.31380709639084015
LogisticRegression,0,0,0.005608914231670302
LogisticRegression,1,1,0.8069386369728482
LogisticRegression,1,0,0.08915814461708287
LogisticRegression,0,0,0.11519584523597505
LogisticRegression,0,0,0.054451102811467526
LogisticRegression,1,0,0.4809218250090497
LogisticRegression,0,0,0.08187728450440822
LogisticRegression,0,0,0.0399931825464964
LogisticRegression,0,0,0.24359260159111004
LogisticRegression,0,0,0.4383424773288466
LogisticRegression,0,0,0.13433838354003133
LogisticRegression,0,0,0.041656743040360815
LogisticRegression,0,0,0.31487583273938474
LogisticRegression,0,0,0.1773024629393299
LogisticRegression,1,1,0.5100253268906747
LogisticRegression,1,0,0.11736917873229152
LogisticRegression,1,0,0.4265274472433844
LogisticRegression,0,0,0.12365985350558825
LogisticRegression,0,0,0.20805146381113318
LogisticRegression,0,0,0.31997109715259076
LogisticRegression,0,0,0.004940679372816703
LogisticRegression,0,1,0.5493539434020905
LogisticRegression,0,0,0.09021430884182238
LogisticRegression,0,0,0.31434069968569
LogisticRegression,1,1,0.6798939270661696
LogisticRegression,1,0,0.10569987358300817
LogisticRegression,0,0,0.1389906162729843
LogisticRegression,0,0,0.3571860254358797
LogisticRegression,0,0,0.0036820904136407344
LogisticRegression,1,1,0.6413420368581011
LogisticRegression,1,0,0.2516801510654204
LogisticRegression,1,0,0.2263077678619066
LogisticRegression,0,0,0.08874067301661581
LogisticRegression,1,1,0.6279536386058148
LogisticRegression,0,0,0.05374801598419941
LogisticRegression,1,1,0.614214931463914
LogisticRegression,0,0,0.1955142920606154
LogisticRegression,0,0,0.022175480304107365
LogisticRegression,0,0,0.03350798691633683
LogisticRegression,0,1,0.5517891083685845
LogisticRegression,0,0,0.004592484494976185
LogisticRegression,1,0,0.19734896517434342
LogisticRegression,0,0,0.04138671123363295
LogisticRegression,0,0,0.4547317684983021
LogisticRegression,0,0,0.09082234249543449
LogisticRegression,0,0,0.005491234302342387
LogisticRegression,0,1,0.6975796427659059
LogisticRegression,1,1,0.5393593254939758
LogisticRegression,1,1,0.5588944633348539
LogisticRegression,0,0,0.11980511164690344
LogisticRegression,0,0,0.4553828528215109
LogisticRegression,0,0,0.08970903125554494
LogisticRegression,1,0,0.26452036155106334
LogisticRegression,1,0,0.31636300000641954
LogisticRegression,0,0,0.04076341292072929
LogisticRegression,0,0,0.030122150496249514
LogisticRegression,0,1,0.5815332389881133
LogisticRegression,1,1,0.604841144093262
LogisticRegression,1,1,0.7023141647074594
LogisticRegression,1,1,0.783631102138923
LogisticRegression,1,0,0.4424937392575773
LogisticRegression,0,0,0.008325906268906827
LogisticRegression,0,0,0.3013179117779201
LogisticRegression,1,1,0.6290030825188646
LogisticRegression,1,0,0.47029588589703314
LogisticRegression,0,0,0.013315618047147941
LogisticRegression,1,0,0.2604871773167223
LogisticRegression,0,0,0.3407419793566424
LogisticRegression,0,0,0.22790336296290423
LogisticRegression,0,0,0.009001142800463999
LogisticRegression,0,0,0.03372713390166193
LogisticRegression,0,0,0.005500221581773423
LogisticRegression,0,1,0.6286696309899044
LogisticRegression,0,0,0.002779948336296214
LogisticRegression,0,0,0.002242307035288724
LogisticRegression,0,0,0.03777204754707611
LogisticRegression,0,0,0.020671494354593097
LogisticRegression,1,1,0.7439049746149331
LogisticRegression,0,0,0.12016876373872153
LogisticRegression,0,0,0.06779963523891765
LogisticRegression,1,1,0.5709439434615192
LogisticRegression,0,0,0.30444209800631516
LogisticRegression,0,0,0.3615460566713537
LogisticRegression,0,0,0.2509577687215428
LogisticRegression,1,1,0.6502611727671851
LogisticRegression,1,1,0.6493578345221107
LogisticRegression,0,0,0.06857805319908611
LogisticRegression,0,0,0.0166234133011706
LogisticRegression,0,0,0.007431060832354074
LogisticRegression,1,0,0.38603993600783876
LogisticRegression,0,0,0.05948665595822329
LogisticRegression,0,0,0.15645682428347932
LogisticRegression,1,1,0.6488051599262513
LogisticRegression,0,0,0.005747676246692294
LogisticRegression,1,1,0.6661792617158098
LogisticRegression,0,1,0.6935159870652949
LogisticRegression,0,0,0.03915295860199232
LogisticRegression,1,0,0.07131599464364134
LogisticRegression,1,0,0.32125589402086624
LogisticRegression,0,0,0.20049061609885396
LogisticRegression,0,0,0.028698618987893512
LogisticRegression,0,0,0.003062766941315868
LogisticRegression,0,0,0.18397227152973597
LogisticRegression,0,0,0.08485595004702472
LogisticRegression,1,0,0.2976830064633758
LogisticRegression,0,0,0.16750607340394752
LogisticRegression,0,0,0.23924930330288682
LogisticRegression,0,0,0.01269184292422693
LogisticRegression,0,0,0.022040249755441572
LogisticRegression,1,1,0.7824549796543987
LogisticRegression,1,0,0.1938946996307768
LogisticRegression,0,0,0.048444051309881386
LogisticRegression,1,1,0.7545836359965319
LogisticRegression,1,1,0.5397736709728767
LogisticRegression,0,0,0.0036408279725592342
LogisticRegression,0,0,0.00882898746461576
LogisticRegression,1,0,0.1797922175408253
LogisticRegression,0,0,0.00754848037184928
LogisticRegression,1,1,0.8177176260964288
LogisticRegression,1,1,0.5990454600981283
LogisticRegression,0,1,0.7062902822054788
LogisticRegression,1,1,0.7748786741200023
LogisticRegression,0,0,0.02531642127054911
LogisticRegression,1,1,0.5288149571103141
LogisticRegression,0,0,0.0276726694471686
LogisticRegression,0,1,0.6226759375226473
LogisticRegression,0,0,0.08886076112228627
LogisticRegression,0,0,0.07509019113421966
LogisticRegression,0,0,0.06587705736270018
LogisticRegression,1,0,0.12412548129718223
LogisticRegression,0,0,0.1838172857595566
LogisticRegression,0,0,0.0035122685858242145
LogisticRegression,0,1,0.6618041563688504
LogisticRegression,0,0,0.0610253649622973
LogisticRegression,0,0,0.1107814498007213
LogisticRegression,0,0,0.005788053282343931
LogisticRegression,0,0,0.36397500812070144
LogisticRegression,0,0,0.30352280244513247
LogisticRegression,1,1,0.8179640497446751
LogisticRegression,1,1,0.6068900669430182
LogisticRegression,1,0,0.1996755721409518
LogisticRegression,1,0,0.454781096102952
LogisticRegression,0,0,0.31730545493656265
LogisticRegression,1,0,0.10339084244501427
LogisticRegression,1,1,0.6890445758865233
LogisticRegression,1,1,0.7893151032018121
LogisticRegression,0,0,0.0018795241435106765
LogisticRegression,0,0,0.10959487447099199
LogisticRegression,0,0,0.18942810183445294
LogisticRegression,0,1,0.551301457877439
LogisticRegression,0,0,0.005114452897269335
LogisticRegression,0,0,0.07615684201686347
LogisticRegression,0,0,0.06729947234565707
LogisticRegression,0,0,0.009542771159982677
LogisticRegression,0,1,0.7158597845376421
LogisticRegression,0,0,0.0018171960149766474
